Ticker,InstOwnerPercent,TotalShareHolders,TotalInstitutionalShares,OwnerNames,SharesHeldIndividual,SharesValueIndividualin1000,TotalSharesinMarketinMillions,TotalValueHoldingsin1000
SCHW,80.71%,989,"1,081,954,635",EATON VANCE MANAGEMENT,"7,784,436","405,024","1,341","$56,294 "
SCHW,80.71%,989,"1,081,954,635",PUTNAM INVESTMENTS LLC,"7,282,619","378,915","1,341","$56,294 "
SCHW,80.71%,989,"1,081,954,635",STANDARD LIFE INVESTMENTS LTD,"7,189,673","374,079","1,341","$56,294 "
SCHW,80.71%,989,"1,081,954,635","BRAVE WARRIOR ADVISORS, LLC","7,143,220","371,662","1,341","$56,294 "
SCHW,80.71%,989,"1,081,954,635",MASSACHUSETTS FINANCIAL SERVICES CO /MA/,"6,866,456","357,262","1,341","$56,294 "
SCHW,80.71%,989,"1,081,954,635",GOLDMAN SACHS GROUP INC,"6,704,305","348,825","1,341","$56,294 "
SCHW,80.71%,989,"1,081,954,635",BAMCO INC /NY/,"6,702,472","348,730","1,341","$56,294 "
SCHW,80.71%,989,"1,081,954,635",FINDLAY PARK PARTNERS LLP,"6,610,979","343,969","1,341","$56,294 "
SCHW,80.71%,989,"1,081,954,635",WADDELL & REED FINANCIAL INC,"6,549,020","340,746","1,341","$56,294 "
SCHW,80.71%,989,"1,081,954,635","SQ ADVISORS, LLC","6,189,953","322,063","1,341","$56,294 "
SCHW,80.71%,989,"1,081,954,635",STANDARD LIFE ABERDEEN PLC,"6,136,162","319,265","1,341","$56,294 "
SCHW,80.71%,989,"1,081,954,635",LEGAL & GENERAL GROUP PLC,"5,710,345","297,109","1,341","$56,294 "
SCHW,80.71%,989,"1,081,954,635",MORGAN STANLEY,"5,152,405","268,080","1,341","$56,294 "
SCHW,80.71%,989,"1,081,954,635",DSM CAPITAL PARTNERS LLC,"4,905,002","255,207","1,341","$56,294 "
SCHW,80.71%,989,"1,081,954,635",AMUNDI PIONEER ASSET MANAGEMENT INC,"4,887,840","254,314","1,341","$56,294 "
SCHW,80.71%,989,"1,081,954,635",BROWN ADVISORY INC,"4,840,836","251,869","1,341","$56,294 "
SCHW,80.71%,989,"1,081,954,635",WELLS FARGO & COMPANY/MN,"4,793,615","249,412","1,341","$56,294 "
SEE,97.41%,501,"175,705,965",VANGUARD GROUP INC,"19,703,825","874,062",180,"$7,794 "
SEE,97.41%,501,"175,705,965",BLACKROCK INC.,"12,230,541","542,547",180,"$7,794 "
SEE,97.41%,501,"175,705,965",JANUS HENDERSON GROUP PLC,"10,571,162","468,937",180,"$7,794 "
SEE,97.41%,501,"175,705,965",JANUS CAPITAL MANAGEMENT LLC,"10,071,664","446,779",180,"$7,794 "
SEE,97.41%,501,"175,705,965",STATE STREET CORP,"8,220,681","364,669",180,"$7,794 "
SEE,97.41%,501,"175,705,965",AMERIPRISE FINANCIAL INC,"5,078,212","225,269",180,"$7,794 "
SEE,97.41%,501,"175,705,965",WELLS FARGO & COMPANY/MN,"4,387,183","194,615",180,"$7,794 "
SEE,97.41%,501,"175,705,965",GOLDMAN SACHS GROUP INC,"3,801,247","168,623",180,"$7,794 "
SEE,97.41%,501,"175,705,965",NEUBERGER BERMAN GROUP LLC,"3,787,623","168,019",180,"$7,794 "
SEE,97.41%,501,"175,705,965",JENNISON ASSOCIATES LLC,"3,498,776","155,206",180,"$7,794 "
SEE,97.41%,501,"175,705,965",MARSHALL WACE NORTH AMERICA L.P.,"3,232,501","143,394",180,"$7,794 "
SEE,97.41%,501,"175,705,965",EATON VANCE MANAGEMENT,"2,853,149","126,566",180,"$7,794 "
SEE,97.41%,501,"175,705,965",NORTHERN TRUST CORP,"2,622,016","116,313",180,"$7,794 "
SEE,97.41%,501,"175,705,965",HOLOWESKO PARTNERS LTD.,"2,595,000","115,114",180,"$7,794 "
SEE,97.41%,501,"175,705,965",MASSACHUSETTS FINANCIAL SERVICES CO /MA/,"2,479,045","109,970",180,"$7,794 "
SEE,97.41%,501,"175,705,965",MANNING & NAPIER ADVISORS LLC,"2,456,080","108,952",180,"$7,794 "
SEE,97.41%,501,"175,705,965","MANNING & NAPIER GROUP, LLC","2,315,991","102,737",180,"$7,794 "
SEE,97.41%,501,"175,705,965",PUTNAM INVESTMENTS LLC,"2,312,687","102,591",180,"$7,794 "
SEE,97.41%,501,"175,705,965",BRAHMAN CAPITAL CORP.,"2,262,413","100,361",180,"$7,794 "
SEE,97.41%,501,"175,705,965",DEUTSCHE BANK AG\,"2,245,167","99,596",180,"$7,794 "
SEE,97.41%,501,"175,705,965",BANK OF AMERICA CORP /DE/,"2,127,774","94,388",180,"$7,794 "
SEE,97.41%,501,"175,705,965",SASCO CAPITAL INC / CT/,"2,120,691","94,074",180,"$7,794 "
SEE,97.41%,501,"175,705,965",IMPAX ASSET MANAGEMENT LTD,"2,093,676","92,875",180,"$7,794 "
SEE,97.41%,501,"175,705,965","D. E. SHAW & CO., INC.","2,065,492","91,625",180,"$7,794 "
SEE,97.41%,501,"175,705,965","GEODE CAPITAL MANAGEMENT, LLC","2,030,842","90,088",180,"$7,794 "
SEE,97.41%,501,"175,705,965",SCHRODER INVESTMENT MANAGEMENT GROUP,"1,978,659","87,773",180,"$7,794 "
SEE,97.41%,501,"175,705,965","SAMLYN CAPITAL, LLC","1,945,375","86,297",180,"$7,794 "
SEE,97.41%,501,"175,705,965",UBS GROUP AG,"1,592,257","70,633",180,"$7,794 "
SEE,97.41%,501,"175,705,965",BANK OF NEW YORK MELLON CORP,"1,570,538","69,669",180,"$7,794 "
SEE,97.41%,501,"175,705,965","PERMIAN INVESTMENT PARTNERS, LP","1,564,150","69,386",180,"$7,794 "
SEE,97.41%,501,"175,705,965",SILVERCREST ASSET MANAGEMENT GROUP LLC,"1,506,746","66,839",180,"$7,794 "
SEE,97.41%,501,"175,705,965",FMR LLC,"1,462,487","64,876",180,"$7,794 "
SEE,97.41%,501,"175,705,965",ROBECO INSTITUTIONAL ASSET MANAGEMENT B.V.,"1,405,835","62,363",180,"$7,794 "
SEE,97.41%,501,"175,705,965","LORD, ABBETT & CO. LLC","1,404,587","62,307",180,"$7,794 "
SEE,97.41%,501,"175,705,965",ARTISAN PARTNERS LIMITED PARTNERSHIP,"1,226,797","54,421",180,"$7,794 "
SEE,97.41%,501,"175,705,965",EARNEST PARTNERS LLC,"1,210,506","53,698",180,"$7,794 "
SEE,97.41%,501,"175,705,965",AMUNDI PIONEER ASSET MANAGEMENT INC,"1,078,463","47,841",180,"$7,794 "
SEE,97.41%,501,"175,705,965","ANCHOR BOLT CAPITAL, LP","1,043,952","46,310",180,"$7,794 "
SEE,97.41%,501,"175,705,965",LEGAL & GENERAL GROUP PLC,"1,005,606","44,609",180,"$7,794 "
SEE,97.41%,501,"175,705,965",GUGGENHEIM CAPITAL LLC,"994,684","44,124",180,"$7,794 "
SEE,97.41%,501,"175,705,965",VICTORY CAPITAL MANAGEMENT INC,"936,726","41,553",180,"$7,794 "
SEE,97.41%,501,"175,705,965",SCHWAB CHARLES INVESTMENT MANAGEMENT INC,"919,345","40,782",180,"$7,794 "
SEE,97.41%,501,"175,705,965",JPMORGAN CHASE & CO,"913,892","40,540",180,"$7,794 "
SEE,97.41%,501,"175,705,965","WESTCHESTER CAPITAL MANAGEMENT, LLC","908,800","40,314",180,"$7,794 "
SEE,97.41%,501,"175,705,965",LOOMIS SAYLES & CO L P,"895,636","39,730",180,"$7,794 "
SHW,76.45%,881,"71,494,760",VANGUARD GROUP INC,"6,735,592","2,717,677",94,"$28,847 "
SHW,76.45%,881,"71,494,760",BLACKROCK INC.,"5,544,588","2,237,130",94,"$28,847 "
SHW,76.45%,881,"71,494,760",FMR LLC,"4,204,553","1,696,453",94,"$28,847 "
SHW,76.45%,881,"71,494,760",MASSACHUSETTS FINANCIAL SERVICES CO /MA/,"3,894,162","1,571,216",94,"$28,847 "
SHW,76.45%,881,"71,494,760",STATE STREET CORP,"3,641,570","1,469,301",94,"$28,847 "
SHW,76.45%,881,"71,494,760",CAPITAL WORLD INVESTORS,"2,422,100","977,269",94,"$28,847 "
SHW,76.45%,881,"71,494,760",JPMORGAN CHASE & CO,"1,522,331","614,230",94,"$28,847 "
SHW,76.45%,881,"71,494,760",JANUS HENDERSON GROUP PLC,"1,332,394","537,594",94,"$28,847 "
SHW,76.45%,881,"71,494,760",FIERA CAPITAL CORP,"1,258,724","507,870",94,"$28,847 "
SHW,76.45%,881,"71,494,760",PRICE T ROWE ASSOCIATES INC /MD/,"1,237,392","499,263",94,"$28,847 "
SHW,76.45%,881,"71,494,760",AMERIPRISE FINANCIAL INC,"1,216,508","490,837",94,"$28,847 "
SHW,76.45%,881,"71,494,760",INVESCO LTD.,"1,066,102","430,151",94,"$28,847 "
SHW,76.45%,881,"71,494,760",PRINCIPAL FINANCIAL GROUP INC,"1,057,305","426,601",94,"$28,847 "
SHW,76.45%,881,"71,494,760",NORTHERN TRUST CORP,"948,791","382,818",94,"$28,847 "
SHW,76.45%,881,"71,494,760",MORGAN STANLEY,"914,513","368,988",94,"$28,847 "
SHW,76.45%,881,"71,494,760","GEODE CAPITAL MANAGEMENT, LLC","887,849","358,229",94,"$28,847 "
SHW,76.45%,881,"71,494,760",GOLDMAN SACHS GROUP INC,"878,999","354,659",94,"$28,847 "
SHW,76.45%,881,"71,494,760",BANK OF NEW YORK MELLON CORP,"853,373","344,319",94,"$28,847 "
SHW,76.45%,881,"71,494,760",MERITAGE GROUP LP,"811,251","327,324",94,"$28,847 "
SHW,76.45%,881,"71,494,760",WELLS FARGO & COMPANY/MN,"738,780","298,083",94,"$28,847 "
SHW,76.45%,881,"71,494,760","WINSLOW CAPITAL MANAGEMENT, LLC","728,926","294,107",94,"$28,847 "
SHW,76.45%,881,"71,494,760",RENAISSANCE TECHNOLOGIES LLC,"671,000","270,735",94,"$28,847 "
SHW,76.45%,881,"71,494,760",TIAA CREF INVESTMENT MANAGEMENT LLC,"668,960","269,912",94,"$28,847 "
SHW,76.45%,881,"71,494,760",BANK OF AMERICA CORP /DE/,"614,586","247,973",94,"$28,847 "
SHW,76.45%,881,"71,494,760",THIRD POINT LLC,"600,000","242,088",94,"$28,847 "
SHW,76.45%,881,"71,494,760",FINDLAY PARK PARTNERS LLP,"590,341","238,191",94,"$28,847 "
SHW,76.45%,881,"71,494,760","POINT72 ASSET MANAGEMENT, L.P.","581,466","234,610",94,"$28,847 "
SHW,76.45%,881,"71,494,760",SIRIOS CAPITAL MANAGEMENT L P,"538,506","217,276",94,"$28,847 "
SHW,76.45%,881,"71,494,760",UBS ASSET MANAGEMENT AMERICAS INC,"502,339","202,684",94,"$28,847 "
SHW,76.45%,881,"71,494,760",PUTNAM INVESTMENTS LLC,"501,972","202,536",94,"$28,847 "
SHW,76.45%,881,"71,494,760",ALKEON CAPITAL MANAGEMENT LLC,"487,500","196,697",94,"$28,847 "
SHW,76.45%,881,"71,494,760",CHILTON INVESTMENT CO LLC,"476,090","192,093",94,"$28,847 "
SHW,76.45%,881,"71,494,760",PARAMETRIC PORTFOLIO ASSOCIATES LLC,"469,521","189,442",94,"$28,847 "
SHW,76.45%,881,"71,494,760",USS INVESTMENT MANAGEMENT LTD,"467,749","188,727",94,"$28,847 "
SHW,76.45%,881,"71,494,760",LEGAL & GENERAL GROUP PLC,"444,057","179,168",94,"$28,847 "
SHW,76.45%,881,"71,494,760",MELVIN CAPITAL MANAGEMENT LP,"443,741","179,041",94,"$28,847 "
SHW,76.45%,881,"71,494,760",FEDERATED INVESTORS INC /PA/,"441,671","178,205",94,"$28,847 "
SHW,76.45%,881,"71,494,760","SCHARF INVESTMENTS, LLC","436,458","176,102",94,"$28,847 "
SHW,76.45%,881,"71,494,760",FRED ALGER MANAGEMENT INC,"407,388","164,373",94,"$28,847 "
SHW,76.45%,881,"71,494,760","TEACHERS ADVISORS, LLC","404,263","163,112",94,"$28,847 "
SHW,76.45%,881,"71,494,760",CITADEL ADVISORS LLC,"351,921","141,993",94,"$28,847 "
SHW,76.45%,881,"71,494,760",WELLINGTON MANAGEMENT GROUP LLP,"345,550","139,423",94,"$28,847 "
SHW,76.45%,881,"71,494,760",MILLENNIUM MANAGEMENT LLC,"344,434","138,972",94,"$28,847 "
SHW,76.45%,881,"71,494,760",LOOMIS SAYLES & CO L P,"316,760","127,806",94,"$28,847 "
SHW,76.45%,881,"71,494,760",AMUNDI PIONEER ASSET MANAGEMENT INC,"311,246","125,582",94,"$28,847 "
SIG,115.83%,385,"70,095,596","SELECT EQUITY GROUP, L.P.","11,352,448","569,212",61,"$3,515 "
SIG,115.83%,385,"70,095,596",VANGUARD GROUP INC,"6,436,451","322,724",61,"$3,515 "
SIG,115.83%,385,"70,095,596",CAPITAL RESEARCH GLOBAL INVESTORS,"6,177,801","309,755",61,"$3,515 "
SIG,115.83%,385,"70,095,596",BLACKROCK INC.,"4,300,932","215,649",61,"$3,515 "
SIG,115.83%,385,"70,095,596",STATE STREET CORP,"2,986,936","149,765",61,"$3,515 "
SIG,115.83%,385,"70,095,596","SRS INVESTMENT MANAGEMENT, LLC","2,837,312","142,263",61,"$3,515 "
SIG,115.83%,385,"70,095,596",CAUSEWAY CAPITAL MANAGEMENT LLC,"2,749,032","137,836",61,"$3,515 "
SIG,115.83%,385,"70,095,596","ABRAMS BISON INVESTMENTS, LLC","2,115,000","106,046",61,"$3,515 "
SIG,115.83%,385,"70,095,596",INVESTEC ASSET MANAGEMENT LTD,"1,869,286","93,726",61,"$3,515 "
SIG,115.83%,385,"70,095,596",DIMENSIONAL FUND ADVISORS LP,"1,446,968","72,551",61,"$3,515 "
SIG,115.83%,385,"70,095,596",CANADA PENSION PLAN INVESTMENT BOARD,"1,354,810","67,930",61,"$3,515 "
SIG,115.83%,385,"70,095,596","CLEARBRIDGE INVESTMENTS, LLC","1,307,716","65,569",61,"$3,515 "
SIG,115.83%,385,"70,095,596",GOLDMAN SACHS GROUP INC,"946,217","47,443",61,"$3,515 "
SIG,115.83%,385,"70,095,596",WELLINGTON MANAGEMENT GROUP LLP,"895,876","44,919",61,"$3,515 "
SIG,115.83%,385,"70,095,596",FMR LLC,"876,185","43,932",61,"$3,515 "
SIG,115.83%,385,"70,095,596",POPLAR FOREST CAPITAL LLC,"793,005","39,761",61,"$3,515 "
SIG,115.83%,385,"70,095,596","GEODE CAPITAL MANAGEMENT, LLC","758,001","38,006",61,"$3,515 "
SIG,115.83%,385,"70,095,596",NORTHERN TRUST CORP,"716,953","35,948",61,"$3,515 "
SIG,115.83%,385,"70,095,596",DEUTSCHE BANK AG\,"688,919","34,542",61,"$3,515 "
SIG,115.83%,385,"70,095,596","D. E. SHAW & CO., INC.","640,005","32,090",61,"$3,515 "
SIG,115.83%,385,"70,095,596","CLEARBRIDGE, LLC","577,556","28,959",61,"$3,515 "
SIG,115.83%,385,"70,095,596",DYNAMO INTERNACIONAL GESTAO DE RECURSOS LTDA.,"543,563","27,254",61,"$3,515 "
SIG,115.83%,385,"70,095,596","SAPIENCE INVESTMENTS, LLC","509,755","25,559",61,"$3,515 "
SIG,115.83%,385,"70,095,596",BANK OF NEW YORK MELLON CORP,"506,972","25,420",61,"$3,515 "
SIG,115.83%,385,"70,095,596",GUGGENHEIM CAPITAL LLC,"486,353","24,386",61,"$3,515 "
SIG,115.83%,385,"70,095,596","ARGA INVESTMENT MANAGEMENT, LP","394,449","19,778",61,"$3,515 "
SIG,115.83%,385,"70,095,596",LEGAL & GENERAL GROUP PLC,"382,381","19,173",61,"$3,515 "
SIG,115.83%,385,"70,095,596","GOTHAM ASSET MANAGEMENT, LLC","364,279","18,265",61,"$3,515 "
SIG,115.83%,385,"70,095,596",JPMORGAN CHASE & CO,"351,644","17,631",61,"$3,515 "
SIG,115.83%,385,"70,095,596","1060 CAPITAL, LLC","350,000","17,549",61,"$3,515 "
SIG,115.83%,385,"70,095,596",UBS ASSET MANAGEMENT AMERICAS INC,"349,509","17,524",61,"$3,515 "
SIG,115.83%,385,"70,095,596",CORVEX MANAGEMENT LP,"335,052","16,800",61,"$3,515 "
SIG,115.83%,385,"70,095,596",SCHWAB CHARLES INVESTMENT MANAGEMENT INC,"328,821","16,487",61,"$3,515 "
SIG,115.83%,385,"70,095,596","VAUGHAN NELSON INVESTMENT MANAGEMENT, L.P.","325,115","16,301",61,"$3,515 "
SIG,115.83%,385,"70,095,596",INVESCO LTD.,"322,109","16,151",61,"$3,515 "
SIG,115.83%,385,"70,095,596","OPPENHEIMERFUNDS, INC.","312,624","15,675",61,"$3,515 "
SIG,115.83%,385,"70,095,596","BILLINGS CAPITAL MANAGEMENT, LLC","304,068","15,246",61,"$3,515 "
SIG,115.83%,385,"70,095,596",PARAMETRIC PORTFOLIO ASSOCIATES LLC,"284,181","14,249",61,"$3,515 "
SIG,115.83%,385,"70,095,596",NEW YORK STATE COMMON RETIREMENT FUND,"259,200","12,996",61,"$3,515 "
SIG,115.83%,385,"70,095,596",WELLS FARGO & COMPANY/MN,"257,894","12,931",61,"$3,515 "
SIG,115.83%,385,"70,095,596",PICTET ASSET MANAGEMENT LTD,"246,985","12,384",61,"$3,515 "
SIG,115.83%,385,"70,095,596",TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY,"237,800","11,923",61,"$3,515 "
SIG,115.83%,385,"70,095,596","TWEEDY, BROWNE CO LLC","225,198","11,291",61,"$3,515 "
SIG,115.83%,385,"70,095,596",TIAA CREF INVESTMENT MANAGEMENT LLC,"224,978","11,280",61,"$3,515 "
SIG,115.83%,385,"70,095,596",OPPENHEIMER ASSET MANAGEMENT INC.,"223,915","11,227",61,"$3,515 "
SJM,76.60%,835,"87,020,196",VANGUARD GROUP INC,"12,045,399","1,443,400",114,"$10,428 "
SJM,76.60%,835,"87,020,196",BLACKROCK INC.,"8,286,134","992,927",114,"$10,428 "
SJM,76.60%,835,"87,020,196",FMR LLC,"6,737,252","807,325",114,"$10,428 "
SJM,76.60%,835,"87,020,196",STATE STREET CORP,"5,305,850","635,800",114,"$10,428 "
SJM,76.60%,835,"87,020,196",MASSACHUSETTS FINANCIAL SERVICES CO /MA/,"3,301,488","395,617",114,"$10,428 "
SJM,76.60%,835,"87,020,196",WELLS FARGO & COMPANY/MN,"2,588,472","310,177",114,"$10,428 "
SJM,76.60%,835,"87,020,196",LSV ASSET MANAGEMENT,"2,081,093","249,377",114,"$10,428 "
SJM,76.60%,835,"87,020,196",DIMENSIONAL FUND ADVISORS LP,"1,733,594","207,737",114,"$10,428 "
SJM,76.60%,835,"87,020,196",NORTHERN TRUST CORP,"1,624,388","194,650",114,"$10,428 "
SJM,76.60%,835,"87,020,196","GEODE CAPITAL MANAGEMENT, LLC","1,457,030","174,596",114,"$10,428 "
SJM,76.60%,835,"87,020,196","COHO PARTNERS, LTD.","1,430,140","171,374",114,"$10,428 "
SJM,76.60%,835,"87,020,196","ARIEL INVESTMENTS, LLC","1,356,718","162,576",114,"$10,428 "
SJM,76.60%,835,"87,020,196",SCHRODER INVESTMENT MANAGEMENT GROUP,"1,217,700","145,917",114,"$10,428 "
SJM,76.60%,835,"87,020,196",BANK OF AMERICA CORP /DE/,"1,213,488","145,412",114,"$10,428 "
SJM,76.60%,835,"87,020,196",PARAMETRIC PORTFOLIO ASSOCIATES LLC,"1,067,032","127,862",114,"$10,428 "
SJM,76.60%,835,"87,020,196",AMERICAN CENTURY COMPANIES INC,"994,261","119,142",114,"$10,428 "
SJM,76.60%,835,"87,020,196",BANK OF NEW YORK MELLON CORP,"915,380","109,690",114,"$10,428 "
SJM,76.60%,835,"87,020,196",DEUTSCHE BANK AG\,"863,231","103,441",114,"$10,428 "
SJM,76.60%,835,"87,020,196","CHAMPLAIN INVESTMENT PARTNERS, LLC","753,655","90,310",114,"$10,428 "
SJM,76.60%,835,"87,020,196",BESSEMER GROUP INC,"750,557","89,939",114,"$10,428 "
SJM,76.60%,835,"87,020,196",GOLDMAN SACHS GROUP INC,"629,917","75,483",114,"$10,428 "
SJM,76.60%,835,"87,020,196",LEGAL & GENERAL GROUP PLC,"620,641","74,371",114,"$10,428 "
SJM,76.60%,835,"87,020,196",BANK OF MONTREAL /CAN/,"577,433","69,194",114,"$10,428 "
SJM,76.60%,835,"87,020,196",SWISS NATIONAL BANK,"534,299","64,025",114,"$10,428 "
SJM,76.60%,835,"87,020,196",GUGGENHEIM CAPITAL LLC,"531,956","63,744",114,"$10,428 "
SJM,76.60%,835,"87,020,196",STIFEL FINANCIAL CORP,"505,023","60,517",114,"$10,428 "
SJM,76.60%,835,"87,020,196",MORGAN STANLEY,"493,311","59,113",114,"$10,428 "
SJM,76.60%,835,"87,020,196",FORT WASHINGTON INVESTMENT ADVISORS INC /OH/,"477,927","57,270",114,"$10,428 "
SJM,76.60%,835,"87,020,196","SEIZERT CAPITAL PARTNERS, LLC","472,440","56,612",114,"$10,428 "
SJM,76.60%,835,"87,020,196",FEDERATED INVESTORS INC /PA/,"451,278","54,077",114,"$10,428 "
SJM,76.60%,835,"87,020,196","RUSSELL INVESTMENTS GROUP, LTD.","432,117","51,781",114,"$10,428 "
SJM,76.60%,835,"87,020,196",AMERIPRISE FINANCIAL INC,"431,683","51,729",114,"$10,428 "
SJM,76.60%,835,"87,020,196",SCHWAB CHARLES INVESTMENT MANAGEMENT INC,"431,558","51,714",114,"$10,428 "
SJM,76.60%,835,"87,020,196",ABERDEEN ASSET MANAGEMENT PLC/UK,"402,978","48,289",114,"$10,428 "
SJM,76.60%,835,"87,020,196",LAZARD ASSET MANAGEMENT LLC,"400,411","47,981",114,"$10,428 "
SJM,76.60%,835,"87,020,196",STANDARD LIFE ABERDEEN PLC,"398,996","47,812",114,"$10,428 "
SJM,76.60%,835,"87,020,196","SUMITOMO MITSUI TRUST HOLDINGS, INC.","373,235","44,725",114,"$10,428 "
SJM,76.60%,835,"87,020,196",NEW YORK STATE COMMON RETIREMENT FUND,"372,600","44,649",114,"$10,428 "
SJM,76.60%,835,"87,020,196",FIRST TRUST ADVISORS LP,"370,869","44,441",114,"$10,428 "
SJM,76.60%,835,"87,020,196",WEDGE CAPITAL MANAGEMENT L L P/NC,"363,669","43,578",114,"$10,428 "
SJM,76.60%,835,"87,020,196",SNOW CAPITAL MANAGEMENT LP,"362,668","43,459",114,"$10,428 "
SJM,76.60%,835,"87,020,196",UBS ASSET MANAGEMENT AMERICAS INC,"356,440","42,712",114,"$10,428 "
SJM,76.60%,835,"87,020,196",MADISON INVESTMENT HOLDINGS INC,"325,191","38,968",114,"$10,428 "
SJM,76.60%,835,"87,020,196","DOUGLAS LANE & ASSOCIATES, LLC","320,801","38,442",114,"$10,428 "
SJM,76.60%,835,"87,020,196",CREDIT AGRICOLE S A,"312,230","37,415",114,"$10,428 "
SLG,106.33%,364,"98,676,749",VANGUARD GROUP INC,"17,726,045","1,646,041",93,"$9,163 "
SLG,106.33%,364,"98,676,749",BLACKROCK INC.,"9,475,365","879,882",93,"$9,163 "
SLG,106.33%,364,"98,676,749",COHEN & STEERS INC,"6,954,071","645,755",93,"$9,163 "
SLG,106.33%,364,"98,676,749",STATE STREET CORP,"5,589,785","519,067",93,"$9,163 "
SLG,106.33%,364,"98,676,749",FMR LLC,"4,211,400","391,071",93,"$9,163 "
SLG,106.33%,364,"98,676,749",PRICE T ROWE ASSOCIATES INC /MD/,"3,936,304","365,525",93,"$9,163 "
SLG,106.33%,364,"98,676,749",CBRE CLARION SECURITIES LLC,"2,818,258","261,703",93,"$9,163 "
SLG,106.33%,364,"98,676,749","LONG POND CAPITAL, LP","2,740,082","254,444",93,"$9,163 "
SLG,106.33%,364,"98,676,749",BOSTON PARTNERS,"2,283,005","212,000",93,"$9,163 "
SLG,106.33%,364,"98,676,749",PRINCIPAL FINANCIAL GROUP INC,"2,174,791","201,951",93,"$9,163 "
SLG,106.33%,364,"98,676,749",PGGM INVESTMENTS,"2,039,802","189,416",93,"$9,163 "
SLG,106.33%,364,"98,676,749",LASALLE INVESTMENT MANAGEMENT SECURITIES LLC,"2,036,020","189,065",93,"$9,163 "
SLG,106.33%,364,"98,676,749",BROOKFIELD ASSET MANAGEMENT INC.,"1,718,461","159,576",93,"$9,163 "
SLG,106.33%,364,"98,676,749",NORTHERN TRUST CORP,"1,573,305","146,097",93,"$9,163 "
SLG,106.33%,364,"98,676,749",DIMENSIONAL FUND ADVISORS LP,"1,461,498","135,715",93,"$9,163 "
SLG,106.33%,364,"98,676,749",INVESCO LTD.,"1,424,783","132,305",93,"$9,163 "
SLG,106.33%,364,"98,676,749","GEODE CAPITAL MANAGEMENT, LLC","1,184,999","110,039",93,"$9,163 "
SLG,106.33%,364,"98,676,749",MORGAN STANLEY,"1,162,408","107,941",93,"$9,163 "
SLG,106.33%,364,"98,676,749",APG ASSET MANAGEMENT US INC.,"1,130,500","104,978",93,"$9,163 "
SLG,106.33%,364,"98,676,749",BANK OF NEW YORK MELLON CORP,"1,036,093","96,212",93,"$9,163 "
SLG,106.33%,364,"98,676,749",DAIWA SECURITIES GROUP INC.,"922,639","85,676",93,"$9,163 "
SLG,106.33%,364,"98,676,749",SCHWAB CHARLES INVESTMENT MANAGEMENT INC,"914,652","84,935",93,"$9,163 "
SLG,106.33%,364,"98,676,749",JPMORGAN CHASE & CO,"881,002","81,810",93,"$9,163 "
SLG,106.33%,364,"98,676,749",LEGAL & GENERAL GROUP PLC,"822,578","76,385",93,"$9,163 "
SLG,106.33%,364,"98,676,749",CITADEL ADVISORS LLC,"757,358","70,328",93,"$9,163 "
SLG,106.33%,364,"98,676,749",AMERIPRISE FINANCIAL INC,"725,613","67,380",93,"$9,163 "
SLG,106.33%,364,"98,676,749",AMP CAPITAL INVESTORS LTD,"714,351","66,335",93,"$9,163 "
SLG,106.33%,364,"98,676,749","RUSSELL INVESTMENTS GROUP, LTD.","652,336","60,576",93,"$9,163 "
SLG,106.33%,364,"98,676,749",GOLDMAN SACHS GROUP INC,"613,223","56,944",93,"$9,163 "
SLG,106.33%,364,"98,676,749","TEACHERS ADVISORS, LLC","591,420","54,919",93,"$9,163 "
SLG,106.33%,364,"98,676,749",PRUDENTIAL FINANCIAL INC,"551,128","51,178",93,"$9,163 "
SLG,106.33%,364,"98,676,749",TIAA CREF INVESTMENT MANAGEMENT LLC,"545,976","50,699",93,"$9,163 "
SLG,106.33%,364,"98,676,749",STANDARD LIFE INVESTMENTS LTD,"500,357","46,463",93,"$9,163 "
SLG,106.33%,364,"98,676,749",STANDARD LIFE ABERDEEN PLC,"473,307","43,951",93,"$9,163 "
SLG,106.33%,364,"98,676,749",UBS ASSET MANAGEMENT AMERICAS INC,"469,953","43,640",93,"$9,163 "
SLG,106.33%,364,"98,676,749",SYSTEMATIC FINANCIAL MANAGEMENT LP,"425,892","39,548",93,"$9,163 "
SLG,106.33%,364,"98,676,749",DEUTSCHE BANK AG\,"402,601","37,386",93,"$9,163 "
SLG,106.33%,364,"98,676,749",BARCLAYS PLC,"393,417","36,533",93,"$9,163 "
SLG,106.33%,364,"98,676,749","MADISON INTERNATIONAL REALTY HOLDINGS, LLC","392,008","36,402",93,"$9,163 "
SLG,106.33%,364,"98,676,749","ASSET MANAGEMENT ONE CO., LTD.","382,260","35,497",93,"$9,163 "
SLG,106.33%,364,"98,676,749",AVIVA PLC,"379,214","35,214",93,"$9,163 "
SLG,106.33%,364,"98,676,749",SWISS NATIONAL BANK,"367,100","34,089",93,"$9,163 "
SLG,106.33%,364,"98,676,749",1832 ASSET MANAGEMENT L.P.,"352,246","32,710",93,"$9,163 "
SLG,106.33%,364,"98,676,749","SUMITOMO MITSUI TRUST HOLDINGS, INC.","340,536","31,622",93,"$9,163 "
SLG,106.33%,364,"98,676,749",GUGGENHEIM CAPITAL LLC,"314,120","29,169",93,"$9,163 "
